horizon,candidate,outer_fold,alpha,mode,threshold,rmse,mae,n
osi_target_t48h,PD__quantile_q50__tweedie_p15,4,0.25,protected,0.016147225035713916,0.007705868941412216,0.002016899941484161,18336
osi_target_t48h,PD__quantile_q50__tweedie_p17,0,0.1,protected,0.01623237192820264,0.0082558496937512,0.002177059161500754,18336
osi_target_t48h,PD__quantile_q50__tweedie_p17,1,0.5,protected,0.017007075638386673,0.007928290889075748,0.001994057670134059,18432
osi_target_t48h,PD__quantile_q50__tweedie_p17,2,0.25,plain,0.015137460673544685,0.005375723374226764,0.001691944411540936,18336
osi_target_t48h,PD__quantile_q50__tweedie_p17,3,0.25,protected,0.015945838060086984,0.008062592615778073,0.0020264794612231784,18336
osi_target_t48h,PD__quantile_q50__tweedie_p17,4,0.25,protected,0.016147225035713916,0.007705994891733061,0.0020145271781341553,18336
osi_target_t48h,PD__quantile_q50__quantile_q50,0,0.1,protected,0.01623237192820264,0.008255709273640215,0.0021818203338779727,18336
osi_target_t48h,PD__quantile_q50__quantile_q50,1,0.5,protected,0.017007075638386673,0.007918926145567915,0.002022692989723033,18432
osi_target_t48h,PD__quantile_q50__quantile_q50,2,0.25,plain,0.015137460673544685,0.005364265816653402,0.0016961594273378767,18336
osi_target_t48h,PD__quantile_q50__quantile_q50,3,0.25,protected,0.015945838060086984,0.008063942696585282,0.0020405111906591643,18336
osi_target_t48h,PD__quantile_q50__quantile_q50,4,0.25,protected,0.016147225035713916,0.00770967607602217,0.002030786047005617,18336
osi_target_t48h,PD__quantile_q50__quantile_q90,0,0.5,protected,0.01623237192820264,0.008246440696326967,0.0022317031225618433,18336
osi_target_t48h,PD__quantile_q50__quantile_q90,1,0.5,protected,0.017007075638386673,0.007929228990732102,0.002149055863235,18432
osi_target_t48h,PD__quantile_q50__quantile_q90,2,0.5,plain,0.015137460673544685,0.005352964867421037,0.0017684779650694257,18336
osi_target_t48h,PD__quantile_q50__quantile_q90,3,0.25,protected,0.015945838060086984,0.008060872638193765,0.002095247478458728,18336
osi_target_t48h,PD__quantile_q50__quantile_q90,4,0.1,protected,0.016147225035713916,0.0077129612855823485,0.00208236133666545,18336
osi_target_t48h,PD__quantile_q90__dart_huber,0,0.5,plain,0.01623237192820264,0.008153612226071423,0.002476211846701153,18336
osi_target_t48h,PD__quantile_q90__dart_huber,1,0.5,plain,0.017007075638386673,0.007848784799853428,0.0023974205128144722,18432
osi_target_t48h,PD__quantile_q90__dart_huber,2,0.25,protected,0.015137460673544685,0.005380344195256302,0.0018084163507452056,18336
osi_target_t48h,PD__quantile_q90__dart_huber,3,0.75,plain,0.015945838060086984,0.007965096926419349,0.0025129723734724535,18336
osi_target_t48h,PD__quantile_q90__dart_huber,4,0.5,plain,0.016147225035713916,0.007614777355940995,0.002376502481988227,18336
osi_target_t48h,PD__quantile_q90__tweedie_p13,0,0.5,plain,0.01623237192820264,0.008178523513738887,0.0024265019387655832,18336
osi_target_t48h,PD__quantile_q90__tweedie_p13,1,0.5,plain,0.017007075638386673,0.00786763583986452,0.002328954425221211,18432
osi_target_t48h,PD__quantile_q90__tweedie_p13,2,0.5,plain,0.015137460673544685,0.005359137665548334,0.0019718466409762766,18336
osi_target_t48h,PD__quantile_q90__tweedie_p13,3,0.5,plain,0.015945838060086984,0.007982035985096251,0.002179932709280521,18336
osi_target_t48h,PD__quantile_q90__tweedie_p13,4,0.5,plain,0.016147225035713916,0.007625716253936148,0.0023085440779310744,18336
osi_target_t48h,PD__quantile_q90__tweedie_p15,0,0.5,plain,0.01623237192820264,0.008230914168252744,0.002422271428056915,18336
osi_target_t48h,PD__quantile_q90__tweedie_p15,1,0.5,plain,0.017007075638386673,0.007922126985964766,0.0023339903903324267,18432
osi_target_t48h,PD__quantile_q90__tweedie_p15,2,0.5,plain,0.015137460673544685,0.005360218189067625,0.001965903380322482,18336
osi_target_t48h,PD__quantile_q90__tweedie_p15,3,0.5,plain,0.015945838060086984,0.008033025122524925,0.002172866561964222,18336
osi_target_t48h,PD__quantile_q90__tweedie_p15,4,0.5,plain,0.016147225035713916,0.007685738749003075,0.0023061904165713413,18336
osi_target_t48h,PD__quantile_q90__tweedie_p17,0,0.5,plain,0.01623237192820264,0.008233220357733913,0.0024134678633824062,18336
osi_target_t48h,PD__quantile_q90__tweedie_p17,1,0.25,plain,0.017007075638386673,0.007923666062286129,0.0021471037086857217,18432
osi_target_t48h,PD__quantile_q90__tweedie_p17,2,0.25,plain,0.015137460673544685,0.0053623744083807125,0.001774380873263237,18336
osi_target_t48h,PD__quantile_q90__tweedie_p17,3,0.5,plain,0.015945838060086984,0.008036661247570397,0.0021670238283830216,18336
osi_target_t48h,PD__quantile_q90__tweedie_p17,4,0.5,plain,0.016147225035713916,0.007681827657503535,0.00229463231643009,18336
osi_target_t48h,PD__quantile_q90__quantile_q50,0,0.5,plain,0.01623237192820264,0.008177024795654145,0.0024402772438663783,18336
osi_target_t48h,PD__quantile_q90__quantile_q50,1,0.5,plain,0.017007075638386673,0.007859874033666687,0.0023584993092933427,18432
osi_target_t48h,PD__quantile_q90__quantile_q50,2,0.5,plain,0.015137460673544685,0.005349377631950007,0.001972768323089474,18336
osi_target_t48h,PD__quantile_q90__quantile_q50,3,0.5,plain,0.015945838060086984,0.007987079596529719,0.0022002081026888626,18336
osi_target_t48h,PD__quantile_q90__quantile_q50,4,0.5,plain,0.016147225035713916,0.007642221018291516,0.002331028080773591,18336
osi_target_t48h,PD__quantile_q90__quantile_q90,0,0.5,plain,0.01623237192820264,0.008123814972852165,0.0028750501945305194,18336
osi_target_t48h,PD__quantile_q90__quantile_q90,1,0.5,plain,0.017007075638386673,0.007820847719359933,0.00262658472540606,18432
osi_target_t48h,PD__quantile_q90__quantile_q90,2,0.25,plain,0.015137460673544685,0.005369272515104494,0.0018469577185726868,18336
osi_target_t48h,PD__quantile_q90__quantile_q90,3,0.5,plain,0.015945838060086984,0.007925479539646669,0.0025463294055015646,18336
osi_target_t48h,PD__quantile_q90__quantile_q90,4,0.5,plain,0.016147225035713916,0.007614380450167984,0.0027884636431269438,18336
