split_seed,domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18067,1,Howard County,143,0.0016736145792989555,0.0004733310793876204,0.0004005409636860088,-0.00012911495428646202,0.0016802444956665718,0.00047092742368485434,0.0004037206838261472,-0.00013686088083142252,6.629916367616303e-06,0.3961435595520202,-3.1797201401383493e-06,24,-3.8283628094645283e-05
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18069,1,Huntington County,143,0.0010162498266008697,0.0005114521637462244,0.00014768521053948056,-0.00016790536112828926,0.001111722540858171,0.0005546944277409663,0.0001767375621228571,-0.00017822136051809975,9.54727142573014e-05,9.394610631977818,-2.905235158337654e-05,39,-0.000349788463850304
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18071,1,Jackson County,143,0.004509003932672642,0.001801376839012811,0.0029073496544746017,0.0017826018744487668,0.0043979783478997935,0.0017561379398505581,0.0027659365374491413,0.0017351271475310021,-0.0001110255847728489,-2.462308448399164,0.00014141311702546046,38,0.0017026049278889449
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18073,1,Jasper County,143,0.0034408328817923006,0.0020928851858311457,0.0016930243216205048,0.0019288737998683387,0.003413545107665636,0.001987011995807175,0.001666277498895724,0.0017952705351189002,-2.7287774126664652e-05,-0.7930572353880394,2.674682272478068e-05,90,0.00032203004314221127
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18077,1,Jefferson County,143,0.004908105725248006,0.0014889782513676738,0.003444798758860352,-0.0010581519408022276,0.004745308799036806,0.0014437091453602584,0.003220067650544907,-0.0009214424215571967,-0.0001627969262112004,-3.31689933600553,0.00022473110831544487,31,0.0027057482397402433
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18083,1,Knox County,143,0.00324948564792519,0.001584453013849624,0.001509959447578266,0.0014781593075559177,0.00336750180348414,0.0016215472170729754,0.001621629780695058,0.0015152535107792692,0.00011801615555895014,3.631841107970546,-0.00011167033311679187,41,-0.0013445037027888876
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18085,1,Kosciusko County,143,0.004285489495349853,0.0036264435603333466,0.002626255090709814,0.0035343751761546583,0.004227230301169601,0.0035654577172548178,0.0025553350707350794,0.003471861307511765,-5.825919418025235e-05,-1.3594525022980197,7.092001997473446e-05,143,0.0008538725263599508
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18087,1,LaGrange County,143,0.0020512134927906512,0.0018594616969863263,0.0006016691813999185,0.0018180927860925468,0.002415194423142503,0.0021981281381433532,0.0008341424665257467,0.00218461564534726,0.00036398093035185184,17.744663421488127,-0.0002324732851258282,143,-0.002798963555739344
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18089,1,Lake County,143,0.002592658743612393,0.0019383141877076413,0.0009612287485986602,0.001064479604058199,0.0026321436055770347,0.0019371018309050974,0.0009907297343343504,0.001033956124534747,3.948486196464181e-05,1.5229486742874165,-2.9500985735690134e-05,111,-0.00035518999048811146
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18091,1,LaPorte County,143,0.0014229863715731084,0.000732051905919832,0.0002895593005566405,-0.00012169500904850739,0.0013650242638804603,0.0007006583198359503,0.00026645064746048215,-0.00013668667000972396,-5.7962107692648146e-05,-4.073272158507823,2.3108653096158354e-05,50,0.0002782267123870239
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18093,1,Lawrence County,143,0.007682689231908559,0.002387131513247455,0.008440391078273973,-0.0020337413087141596,0.007693907821650959,0.0024119524367907813,0.008465059112232838,-0.0020028486604465514,1.1218589742400219e-05,0.14602425535847896,-2.4668033958865493e-05,39,-0.0002970015587177421
