config,horizon,rank,feature,importance
ET-A,osi_target_t48h,80,mslma_t,0.004265533496142873
ET-A,osi_target_t48h,81,blh_t,0.00398288575309944
ET-A,osi_target_t48h,82,gust_mean_obs,0.003815579540394852
ET-A,osi_target_t48h,83,t2m_at_t1h,0.0037186142810082803
ET-A,osi_target_t48h,84,vpd_t,0.0036753924531416817
ET-A,osi_target_t48h,85,hour_cos,0.0034340675168431697
ET-A,osi_target_t48h,86,min_t2m_next_1h,0.0031273961589107814
ET-A,osi_target_t48h,87,temp_c_t,0.0030575917860564787
ET-A,osi_target_t48h,88,tp_rate_next_24h,0.0029593542411609467
ET-A,osi_target_t48h,89,dewpoint_c_t,0.0029148306506596926
ET-A,osi_target_t48h,90,temp_change_6h,0.0028493535349580295
ET-A,osi_target_t48h,91,total_tp_next_24h,0.0027478123498306437
ET-A,osi_target_t48h,92,diffuse_rad_t,0.0026195499459736077
ET-A,osi_target_t48h,93,lcc_t,0.002601229985364378
ET-A,osi_target_t48h,94,t2m_t,0.0025865513544185083
ET-A,osi_target_t48h,95,d2m_t,0.0024747045453610444
ET-A,osi_target_t48h,96,r2_t,0.002436144706111225
ET-A,osi_target_t48h,97,wind_speed_max_next_6h,0.002409076668521437
ET-A,osi_target_t48h,98,hour_of_day,0.002350241683097332
ET-A,osi_target_t48h,99,et0_t,0.0023123271214074365
ET-A,osi_target_t48h,100,hour_sin,0.0022416692603636993
ET-A,osi_target_t48h,101,gust_mean_next_6h,0.002211836246816921
ET-A,osi_target_t48h,102,sdswrf_t,0.002118872511958978
ET-A,osi_target_t48h,103,gust_x_phase,0.002088590625965679
ET-A,osi_target_t48h,104,wind_speed_at_t48h,0.0020296447647982956
ET-A,osi_target_t48h,105,soil_gust_x_phase,0.0019278840793533847
ET-A,osi_target_t48h,106,direct_rad_t,0.0017515329141561601
ET-A,osi_target_t48h,107,gust_peak4h_mean_next_1h,0.0017019330958913173
ET-A,osi_target_t48h,108,gust_peak4h_mean_next_6h,0.0016914754924177537
ET-A,osi_target_t48h,109,wind_cos_t,0.0015716171840934932
ET-A,osi_target_t48h,110,gust_max_next_6h,0.0015673765928337577
ET-A,osi_target_t48h,111,gust_at_t6h,0.0014074416821486836
ET-A,osi_target_t48h,112,gust_gt30_next_6h,0.0013757424870241937
ET-A,osi_target_t48h,113,gust_gt30_frac_next_6h,0.0013742675970049396
ET-A,osi_target_t48h,114,gust_at_t48h,0.0013284417343449044
ET-A,osi_target_t48h,115,mcc_t,0.0012501260932017164
ET-A,osi_target_t48h,116,wind_speed_max_next_1h,0.0012425919813640407
ET-A,osi_target_t48h,117,wind_speed_at_t6h,0.0012174125099877083
ET-A,osi_target_t48h,118,gust_gt40_next_6h,0.0012056532548546995
ET-A,osi_target_t48h,119,gust_exceed30_x_hso,0.0011915929813399314
ET-A,osi_target_t48h,120,gust_mean_next_1h,0.0011714679978951132
ET-A,osi_target_t48h,121,gust_max_next_1h,0.001167474404173564
ET-A,osi_target_t48h,122,gust_exceed_30,0.0011401860426110406
ET-A,osi_target_t48h,123,tp_at_t48h,0.001137428915887832
ET-A,osi_target_t48h,124,tp_at_t6h,0.0011159416963134724
ET-A,osi_target_t48h,125,wind_speed_at_t24h,0.0010424331373514338
ET-A,osi_target_t48h,126,gust_at_t24h,0.0010076430254754845
ET-A,osi_target_t48h,127,soil_moist_x_gust,0.0009968474233459982
ET-A,osi_target_t48h,128,wind_speed_t,0.0009818949126966642
ET-A,osi_target_t48h,129,hcc_t,0.0008754802900516785
ET-A,osi_target_t48h,130,gust_t,0.000869933789559186
ET-A,osi_target_t48h,131,gust_at_t1h,0.0007487512429524463
ET-A,osi_target_t48h,132,gust_change_3h,0.0007467168953036277
ET-A,osi_target_t48h,133,tcc_t,0.0007317922465330899
ET-A,osi_target_t48h,134,gust_gt30_next_1h,0.0006867523434684618
ET-A,osi_target_t48h,135,wind_speed_at_t1h,0.0006751768877638944
ET-A,osi_target_t48h,136,tp_at_t24h,0.0006697034571707842
ET-A,osi_target_t48h,137,gust_gt30_frac_next_1h,0.0006345419532990566
ET-A,osi_target_t48h,138,sdwe_t,0.0005904615870023375
ET-A,osi_target_t48h,139,gust_gt40_next_1h,0.0004503525536069394
ET-A,osi_target_t48h,140,is_snowing,0.000267012636677081
ET-A,osi_target_t48h,141,tp_rate_next_6h,0.00026696387950490705
ET-A,osi_target_t48h,142,total_tp_next_6h,0.00026478462754366715
ET-A,osi_target_t48h,143,total_tp_next_1h,0.000213653085339686
ET-A,osi_target_t48h,144,gust_change_1h,0.00018772987364426674
ET-A,osi_target_t48h,145,tp_rate_next_1h,0.00014379350087618745
ET-A,osi_target_t48h,146,wind_change_1h,0.00013874742916333767
ET-A,osi_target_t48h,147,tp_at_t1h,8.967794601876245e-05
ET-A,osi_target_t48h,148,tp_t,6.517977906794338e-05
ET-A,osi_target_t48h,149,csnow_t,3.97002567331734e-05
ET-A,osi_target_t48h,150,rain_t,3.288849774562468e-05
ET-A,osi_target_t48h,151,icing_risk_t,2.3836439226405566e-06
ET-A,osi_target_t48h,152,window_len_next_1h,0.0
ET-A,osi_target_t48h,153,window_len_next_6h,0.0
ET-A,osi_target_t48h,154,is_full_next_6h,0.0
ET-A,osi_target_t48h,155,window_len_next_24h,0.0
ET-A,osi_target_t48h,156,has_weather_at_t6h,0.0
ET-A,osi_target_t48h,157,is_full_next_24h,0.0
ET-A,osi_target_t48h,158,has_weather_at_t24h,0.0
ET-A,osi_target_t48h,159,has_weather_at_t1h,0.0
ET-A,osi_target_t48h,160,is_full_next_1h,0.0
ET-A,osi_target_t48h,161,is_full_next_48h,0.0
ET-A,osi_target_t48h,162,window_len_next_48h,0.0
ET-A,osi_target_t48h,163,has_weather_at_t48h,0.0
ET-B,osi_target_t48h,1,pct_forest,0.07390387216758046
ET-B,osi_target_t48h,2,log_customers,0.040253258645283625
ET-B,osi_target_t48h,3,osi_trend_last6h,0.03451876791207809
ET-B,osi_target_t48h,4,gust_gt30_next_24h,0.03343933141117487
ET-B,osi_target_t48h,5,tree_canopy_pct,0.028763308571890047
ET-B,osi_target_t48h,6,pre_event_mean_osi,0.02782012177693569
ET-B,osi_target_t48h,7,gust_gt30_frac_next_24h,0.026891248820992395
ET-B,osi_target_t48h,8,pct_forest_classified,0.024553602215977976
ET-B,osi_target_t48h,9,tp_rate_next_48h,0.02419488765482314
ET-B,osi_target_t48h,10,total_tp_next_48h,0.022782093367795197
ET-B,osi_target_t48h,11,gust_mean_next_48h,0.02109360173278211
ET-B,osi_target_t48h,12,wind_speed_max_next_24h,0.020294333393430987
ET-B,osi_target_t48h,13,last_D_t,0.01692813820239236
ET-B,osi_target_t48h,14,pct_unmapped,0.016466013677962722
ET-B,osi_target_t48h,15,min_t2m_next_24h,0.014568268853594395
ET-B,osi_target_t48h,16,frac_zero_72h,0.014430428572716352
ET-B,osi_target_t48h,17,forest_x_customers,0.01437979351838481
ET-B,osi_target_t48h,18,storm_phase,0.014119161586038072
ET-B,osi_target_t48h,19,storm_onset_mean_osi,0.0140677995290668
ET-B,osi_target_t48h,20,pre_event_max_outage_pct,0.013939675130766289
ET-B,osi_target_t48h,21,gust_gt30_frac_next_48h,0.013740944313846815
ET-B,osi_target_t48h,22,gust_peak4h_mean_next_24h,0.013685426862999778
ET-B,osi_target_t48h,23,last_osi,0.012832133526703616
ET-B,osi_target_t48h,24,R_t_mean_72h,0.012633110078307964
ET-B,osi_target_t48h,25,gust_gt40_next_48h,0.01251779878887088
ET-B,osi_target_t48h,26,tree_canopy_std,0.012006845646967933
ET-B,osi_target_t48h,27,pct_agriculture,0.011618581869639068
ET-B,osi_target_t48h,28,hours_since_obs,0.011378128748488184
ET-B,osi_target_t48h,29,cumul_gust_since_onset,0.01105305437780586
ET-B,osi_target_t48h,30,gust_gt30_next_48h,0.011025785489266937
ET-B,osi_target_t48h,31,osi_std_72h,0.0100334893727133
ET-B,osi_target_t48h,32,last_P_t,0.009936499678267504
ET-B,osi_target_t48h,33,R_t_max_72h,0.009926720070352198
ET-B,osi_target_t48h,34,days_since_onset,0.009910703620329583
ET-B,osi_target_t48h,35,last_outage_pct,0.009449195630551618
ET-B,osi_target_t48h,36,gust_last_obs,0.00943347563130949
ET-B,osi_target_t48h,37,N_t_mean_72h,0.009300486755913561
ET-B,osi_target_t48h,38,sp_t,0.009226601663228522
ET-B,osi_target_t48h,39,soil_moist_t,0.008789927764706188
ET-B,osi_target_t48h,40,pressure_change_6h,0.00859915090624188
ET-B,osi_target_t48h,41,gust_max_next_24h,0.008505066830941372
ET-B,osi_target_t48h,42,min_t2m_next_48h,0.008365104472470441
ET-B,osi_target_t48h,43,wind_sin_t,0.008040307185276664
ET-B,osi_target_t48h,44,gust_gt40_next_24h,0.00792774648213254
ET-B,osi_target_t48h,45,outage_pct_mean_72h,0.0076883785074471035
ET-B,osi_target_t48h,46,gust_mean_next_24h,0.007680663239924844
ET-B,osi_target_t48h,47,pop_density,0.007640502832663422
ET-B,osi_target_t48h,48,rural_urban_code,0.007561357433038192
ET-B,osi_target_t48h,49,outage_pct_max_72h,0.0073102076410660796
ET-B,osi_target_t48h,50,storm_onset_max_osi,0.00717225664367362
ET-B,osi_target_t48h,51,n_utilities,0.007057295053385409
ET-B,osi_target_t48h,52,gust_gt40_obs,0.006939812750703197
ET-B,osi_target_t48h,53,osi_mean_72h,0.00671601661872979
ET-B,osi_target_t48h,54,pct_developed,0.00663876194814465
ET-B,osi_target_t48h,55,gust_peak4h_mean_next_48h,0.006382358478183697
ET-B,osi_target_t48h,56,pct_wetland,0.005930378799440702
ET-B,osi_target_t48h,57,t2m_at_t48h,0.005825532553876449
ET-B,osi_target_t48h,58,is_metro,0.005582796443077216
ET-B,osi_target_t48h,59,wind_speed_max_next_48h,0.0053995350597098694
ET-B,osi_target_t48h,60,osi_max_72h,0.005251985709257245
ET-B,osi_target_t48h,61,gust_max_obs,0.005153996196268071
ET-B,osi_target_t48h,62,gust_gt30_since_onset,0.00514908864329925
ET-B,osi_target_t48h,63,t2m_at_t24h,0.005021142256052295
ET-B,osi_target_t48h,64,N_t_max_72h,0.00501116186482457
ET-B,osi_target_t48h,65,cumul_tp_since_onset,0.004951476785495338
ET-B,osi_target_t48h,66,hours_since_peak,0.00494998929028127
ET-B,osi_target_t48h,67,gust_trend_last6h_obs,0.004870723490008762
ET-B,osi_target_t48h,68,vpd_t,0.004529157441681286
ET-B,osi_target_t48h,69,last_N_t,0.004510079330264914
ET-B,osi_target_t48h,70,gust_gt30_obs,0.0044793041575136045
ET-B,osi_target_t48h,71,is_worsening,0.00433245217252398
ET-B,osi_target_t48h,72,pct_water,0.004256143716487431
ET-B,osi_target_t48h,73,t2m_at_t6h,0.004175892097253959
ET-B,osi_target_t48h,74,pressure_change_3h,0.003983978298316887
ET-B,osi_target_t48h,75,gust_max_last6h_obs,0.003951870913395874
ET-B,osi_target_t48h,76,last_R_t,0.0038466047174694692
ET-B,osi_target_t48h,77,gust_max_next_48h,0.003670185866173595
ET-B,osi_target_t48h,78,gust_mean_obs,0.003629503386335685
ET-B,osi_target_t48h,79,min_t2m_next_6h,0.0036070025961865326
ET-B,osi_target_t48h,80,mslma_t,0.0035981689627807294
ET-B,osi_target_t48h,81,gust_x_hso,0.003551936318255206
ET-B,osi_target_t48h,82,cumul_gust_obs,0.0033578914535833696
ET-B,osi_target_t48h,83,blh_t,0.0028254589700007784
ET-B,osi_target_t48h,84,lcc_t,0.002647365879533736
ET-B,osi_target_t48h,85,d2m_t,0.0021221419426038566
ET-B,osi_target_t48h,86,t2m_at_t1h,0.001976615709230967
ET-B,osi_target_t48h,87,gust_x_phase,0.0018279052029488378
ET-B,osi_target_t48h,88,t2m_t,0.0017428929020805786
ET-B,osi_target_t48h,89,temp_c_t,0.0017324702739916062
ET-B,osi_target_t48h,90,dewpoint_c_t,0.0016666584150622523
ET-B,osi_target_t48h,91,wind_speed_at_t48h,0.0016496378895622867
ET-B,osi_target_t48h,92,min_t2m_next_1h,0.0015939403087777027
ET-B,osi_target_t48h,93,wind_speed_max_next_6h,0.0015763455089026312
ET-B,osi_target_t48h,94,soil_gust_x_phase,0.001404024446305303
ET-B,osi_target_t48h,95,total_tp_next_24h,0.0013509171399939614
ET-B,osi_target_t48h,96,r2_t,0.0013251491119539
ET-B,osi_target_t48h,97,tp_rate_next_24h,0.001259272152314136
ET-B,osi_target_t48h,98,hour_cos,0.00125153809073327
ET-B,osi_target_t48h,99,hour_sin,0.0011831381169851586
ET-B,osi_target_t48h,100,gust_at_t6h,0.0010066946111968224
ET-B,osi_target_t48h,101,gust_peak4h_mean_next_6h,0.0009951736347121015
ET-B,osi_target_t48h,102,hour_of_day,0.000993965006256012
ET-B,osi_target_t48h,103,wind_cos_t,0.000912189674700097
ET-B,osi_target_t48h,104,diffuse_rad_t,0.0008714499100236692
ET-B,osi_target_t48h,105,gust_mean_next_6h,0.0008592370633690512
ET-B,osi_target_t48h,106,gust_max_next_6h,0.0008281868726830729
ET-B,osi_target_t48h,107,et0_t,0.0007875095713278501
ET-B,osi_target_t48h,108,temp_change_6h,0.0007726491551463241
ET-B,osi_target_t48h,109,wind_speed_at_t6h,0.0007611759771373859
ET-B,osi_target_t48h,110,gust_at_t48h,0.0007249430371770496
ET-B,osi_target_t48h,111,wind_speed_max_next_1h,0.0006908838103258866
ET-B,osi_target_t48h,112,mcc_t,0.0006876737543332133
ET-B,osi_target_t48h,113,gust_gt30_next_6h,0.0006565405571126585
ET-B,osi_target_t48h,114,sdswrf_t,0.0006472411121904013
ET-B,osi_target_t48h,115,gust_peak4h_mean_next_1h,0.0006259008673769735
ET-B,osi_target_t48h,116,gust_t,0.0006158315964349542
ET-B,osi_target_t48h,117,soil_moist_x_gust,0.000608175282622691
ET-B,osi_target_t48h,118,gust_max_next_1h,0.0005816299203530829
ET-B,osi_target_t48h,119,tcc_t,0.0005749572090756303
ET-B,osi_target_t48h,120,hcc_t,0.0004801212140558247
ET-B,osi_target_t48h,121,wind_speed_t,0.00047386209730087436
ET-B,osi_target_t48h,122,gust_gt30_frac_next_6h,0.00047359403244929296
ET-B,osi_target_t48h,123,gust_mean_next_1h,0.0004539976846821921
ET-B,osi_target_t48h,124,sdwe_t,0.0004234883738687486
ET-B,osi_target_t48h,125,wind_speed_at_t24h,0.000392431531042657
ET-B,osi_target_t48h,126,gust_exceed30_x_hso,0.00034878704261237433
ET-B,osi_target_t48h,127,gust_at_t1h,0.00034644024467707905
ET-B,osi_target_t48h,128,gust_gt30_frac_next_1h,0.00031623258191685845
ET-B,osi_target_t48h,129,wind_speed_at_t1h,0.00031517055344420543
ET-B,osi_target_t48h,130,direct_rad_t,0.00031243714242629926
ET-B,osi_target_t48h,131,gust_gt30_next_1h,0.0003022252800818645
ET-B,osi_target_t48h,132,tp_at_t6h,0.0002979896006926906
ET-B,osi_target_t48h,133,tp_at_t48h,0.0002863098971875897
ET-B,osi_target_t48h,134,gust_exceed_30,0.0002564356355121693
ET-B,osi_target_t48h,135,tp_at_t24h,0.0002555363996094281
ET-B,osi_target_t48h,136,gust_at_t24h,0.0002441642932860735
ET-B,osi_target_t48h,137,gust_change_3h,0.00018582564143082895
ET-B,osi_target_t48h,138,total_tp_next_6h,0.00016865562593809
ET-B,osi_target_t48h,139,gust_gt40_next_1h,0.0001559953177054143
ET-B,osi_target_t48h,140,tp_rate_next_6h,0.00014695091613612933
ET-B,osi_target_t48h,141,gust_gt40_next_6h,0.00013569598181914188
ET-B,osi_target_t48h,142,tp_at_t1h,6.508934850697561e-05
ET-B,osi_target_t48h,143,gust_change_1h,2.7479286756979025e-05
ET-B,osi_target_t48h,144,tp_rate_next_1h,2.5646700679987584e-05
ET-B,osi_target_t48h,145,wind_change_1h,1.8619122060275735e-05
ET-B,osi_target_t48h,146,total_tp_next_1h,1.5788805830415554e-05
ET-B,osi_target_t48h,147,rain_t,1.2214744398996793e-05
ET-B,osi_target_t48h,148,csnow_t,9.445696090292447e-06
ET-B,osi_target_t48h,149,is_snowing,2.7394541750368287e-06
ET-B,osi_target_t48h,150,tp_t,2.206334183713393e-06
ET-B,osi_target_t48h,151,icing_risk_t,1.3605591338564215e-06
ET-B,osi_target_t48h,152,window_len_next_1h,0.0
ET-B,osi_target_t48h,153,window_len_next_6h,0.0
ET-B,osi_target_t48h,154,is_full_next_6h,0.0
ET-B,osi_target_t48h,155,window_len_next_24h,0.0
ET-B,osi_target_t48h,156,has_weather_at_t6h,0.0
ET-B,osi_target_t48h,157,is_full_next_24h,0.0
ET-B,osi_target_t48h,158,has_weather_at_t24h,0.0
ET-B,osi_target_t48h,159,has_weather_at_t1h,0.0
ET-B,osi_target_t48h,160,is_full_next_1h,0.0
ET-B,osi_target_t48h,161,is_full_next_48h,0.0
ET-B,osi_target_t48h,162,window_len_next_48h,0.0
ET-B,osi_target_t48h,163,has_weather_at_t48h,0.0
